767-332,07/07/1995,BOEING,1991,0,1483.0,16457.11084
767-332,06/20/1996,BOEING,1989,1,732.0,8265.57024
767-332,10/18/1996,BOEING,1991,0,1394.0,15893.84184
767-332,03/27/1997,BOEING,1989,0,1035.0,12369.38724
757-224,04/25/1996,BOEING,157,0,1120.0,12383.8713
757-224,05/08/1998,BOEING,1507,0,1074.0,12638.14702
757-224,03/22/1999,BOEING,1637,0,1125.0,12638.14702
767-332,04/10/1997,BOEING,1982,0,1365.0,16315.48892
767-332,06/27/1997,BOEING,1989,0,351.0,4161.75324
737-3TO,03/22/2001,BOEING,1863,0,612.0,6698.07308
767-332,08/22/1997,BOEING,127,0,1413.0,17210.28196
767-332,10/02/1997,BOEING,57,0,410.0,4443.38774
767-332,10/02/1997,BOEING,1991,1,374.0,4161.75324
747-422,07/17/2007,BOEING,40,0,438.0,5365.53956
737-524,12/06/1994,BOEING,621,0,929.0,11836.6957
737-524,01/27/1995,BOEING,1652,0,801.0,9763.86578
737-524,08/01/1997,BOEING,1798,0,1077.0,10953.16804
767-332,11/03/1997,BOEING,1982,0,2543.0,29880.61578
747-422,07/10/2007,BOEING,40,0,864.0,13034.04466
767-332,12/24/1997,BOEING,1982,0,1459.0,16642.18494
747-422,07/12/2007,BOEING,145,0,761.0,10639.346739999999
767-332,02/03/1998,BOEING,1989,1,1419.0,16870.71122
767-332,03/05/1998,BOEING,1994,0,2334.0,25981.18496
747-422,09/17/1997,BOEING,62,0,557.0,7718.3946399999995
150,04/14/1992,CESSNA,2235,0,3092.0,34185.60028
421C,02/12/1996,CESSNA,1929,0,4161.0,46538.89412
737-322,03/29/2006,BOEING,337,0,1402.0,16653.45032
737-322,03/29/2006,BOEING,1034,0,2559.0,29563.5758
777-222,02/04/1999,BOEING,1849,0,953.0,11168.8196
777-222,05/19/1999,BOEING,1529,0,1170.0,13091.9809
DC-9-82(MD-82),04/23/2001,MCDONNELL DOUGLAS,893,0,1868.0,20475.63282
DC-9-82(MD-82),12/30/1999,MCDONNELL DOUGLAS,1633,0,1470.0,19384.5003
777-222,12/17/1999,BOEING,1529,0,692.0,8148.08842
757-224,11/08/1994,BOEING,1637,0,2700.0,31028.0752
DC-9-82(MD-82),01/13/2005,MCDONNELL DOUGLAS,527,0,1835.0,21669.7631
737-724,04/23/1999,BOEING,771,0,2683.0,30282.95078
DC-9-82(MD-82),12/30/1999,MCDONNELL DOUGLAS,527,0,1573.0,18492.92594
DC-9-82(MD-82),02/09/2005,MCDONNELL DOUGLAS,527,0,1037.0,12385.48064
DC-9-82(MD-82),03/10/2005,MCDONNELL DOUGLAS,851,0,1822.0,19733.72708
DC-9-82(MD-82),01/09/1984,MCDONNELL DOUGLAS,1593,0,1493.0,16539.18718
DC-9-82(MD-82),08/12/2004,MCDONNELL DOUGLAS,1419,0,1359.0,15462.53872
DC-9-82(MD-82),01/04/2002,MCDONNELL DOUGLAS,1929,0,1843.0,23180.93336
DC-9-82(MD-82),01/04/2005,MCDONNELL DOUGLAS,339,0,1465.0,17818.61248
737-524,07/22/1998,BOEING,1654,0,1643.0,20000.87752
DC-9-82(MD-82),01/29/2008,MCDONNELL DOUGLAS,709,0,1771.0,20523.91302
737-724,05/28/1998,BOEING,449,0,5034.0,58787.58086
737-724,06/02/1998,BOEING,771,0,3514.0,41076.79416
737-724,03/10/1999,BOEING,1847,0,3411.0,38907.40384
DC-9-82(MD-82),01/29/2008,MCDONNELL DOUGLAS,1593,0,2004.0,23755.46774
DC-9-82(MD-82),01/31/2008,MCDONNELL DOUGLAS,893,0,1479.0,17176.48582
737-824,07/31/1998,BOEING,749,0,2867.0,33231.26166
737-824,07/02/1998,BOEING,1422,0,3809.0,45613.52362
737-824,12/21/1998,BOEING,741,0,2807.0,36525.58064
DC-9-82(MD-82),01/29/2008,MCDONNELL DOUGLAS,1593,0,1319.0,15000.65814
DC-9-82(MD-82),02/07/2008,MCDONNELL DOUGLAS,527,0,1520.0,16547.23388
DC-9-82(MD-82),01/30/2008,MCDONNELL DOUGLAS,1593,0,1532.0,19471.40466
737-524,08/07/1995,BOEING,621,0,1853.0,20110.31264
DC-9-82(MD-82),01/30/2008,MCDONNELL DOUGLAS,893,0,2351.0,26829.30714
737-724,04/01/1998,BOEING,771,0,3539.0,40333.27908
737-724,05/26/1998,BOEING,771,0,2819.0,32017.8193
737-724,10/22/1998,BOEING,1041,0,2809.0,31712.0447
737-724,07/29/1999,BOEING,1863,0,3204.0,38252.40246
737-724,09/28/1999,BOEING,449,0,6530.0,74470.59916
DC-9-82(MD-82),02/06/2008,MCDONNELL DOUGLAS,761,0,1213.0,14002.86734
DC-9-82(MD-82),08/08/2007,MCDONNELL DOUGLAS,1419,0,1237.0,14047.92886
DC-9-82(MD-82),08/08/2007,MCDONNELL DOUGLAS,851,0,1658.0,19941.33194
767-2B7,09/28/2005,BOEING,2784,0,488.0,5079.07704
DC-9-82(MD-82),02/04/1985,MCDONNELL DOUGLAS,851,0,2228.0,23872.94956
737-724,05/13/1998,BOEING,1847,0,5456.0,65822.006
DC-9-82(MD-82),03/26/1985,MCDONNELL DOUGLAS,1717,0,1869.0,21555.49996
DC-9-82(MD-82),04/25/1985,MCDONNELL DOUGLAS,639,0,1773.0,20482.07018
757-224,12/19/1997,BOEING,1637,0,1647.0,18644.2039
737-824,06/24/1998,BOEING,749,0,3445.0,41551.54946
737-824,08/05/1998,BOEING,749,0,3786.0,43307.3394
737-824,12/23/1998,BOEING,1422,0,4456.0,52313.20604
DC-9-82(MD-82),05/09/1985,MCDONNELL DOUGLAS,761,0,1814.0,20037.89234
DC-9-82(MD-82),07/29/1985,MCDONNELL DOUGLAS,339,0,445.0,4832.84802
DC-9-82(MD-82),08/07/1985,MCDONNELL DOUGLAS,527,0,1083.0,12242.24938
737-824,07/16/1998,BOEING,749,0,4275.0,48970.60686
737-824,10/18/1999,BOEING,749,0,4005.0,48587.58394
DC-9-82(MD-82),03/12/2004,MCDONNELL DOUGLAS,2025,0,1281.0,15824.64022
737-524,06/01/1994,BOEING,1798,0,1263.0,14033.4448
737-724,04/16/1999,BOEING,771,0,2534.0,30331.23098
737-724,06/02/1999,BOEING,771,0,2936.0,34140.53876
737-724,09/30/1999,BOEING,771,0,4389.0,49551.5786
737-724,09/16/1999,BOEING,771,0,5552.0,63396.73062
DC-9-82(MD-82),08/08/1985,MCDONNELL DOUGLAS,851,0,1357.0,18145.3085
DC-9-82(MD-82),08/16/1985,MCDONNELL DOUGLAS,1593,0,2115.0,24761.30524
DC-9-82(MD-82),08/17/1985,MCDONNELL DOUGLAS,1951,0,955.0,10938.68398
